"";"ano";"uf";"horasanuais";"massa de rendimentos";"tempo médio";"vinculos"
"112";1998;"AP";1949,46775484077;NA;NA;56241
"113";1998;"BA";1923,81995422329;NA;NA;1438723
"114";1998;"CE";1901,94958768983;NA;NA;872644
"115";1998;"DF";1887,89275208828;NA;NA;878115
"116";1998;"ES";1979,04754820225;NA;NA;634514
"117";1998;"GO";1972,02643854702;NA;NA;841196
"118";1998;"MA";1841,71311133787;NA;NA;347905
"119";1998;"MG";1962,3200138988;NA;NA;4092441
"120";1998;"MS";1969,69820009408;NA;NA;403910
"121";1998;"MT";1995,33741613193;NA;NA;430587
"122";1998;"PA";1846,68159817577;NA;NA;547299
"123";1998;"PB";1818,4388525832;NA;NA;410557
"124";1998;"PE";1931,36509404055;NA;NA;1094581
"125";1998;"PI";1903,86187283518;NA;NA;246845
"126";1998;"PR";1971,15846248038;NA;NA;2288283
"127";1998;"RN";1955,86309301901;NA;NA;378213
"128";1998;"RJ";1960,18393680301;NA;NA;3763597
"129";1998;"RO";1966,76633503046;NA;NA;184037
"130";1998;"RR";1924,7867653461;NA;NA;34455
"131";1998;"RS";1975,10493558034;NA;NA;2545962
"132";1998;"SC";1998,93478832444;NA;NA;1395839
"133";1998;"SE";1886,71225252568;NA;NA;257653
"134";1998;"SP";2013,8607468232;NA;NA;11003354
"135";1998;"TO";1992,85269352794;NA;NA;123871
"136";1999;"AC";1955,91893443226;NA;NA;67945
"137";1999;"AL";1882,67736773076;NA;NA;332428
"138";1999;"AM";1898,16516063787;NA;NA;320379
"139";1999;"AP";1853,08671973188;NA;NA;57288
"140";1999;"BA";1924,65690373177;NA;NA;1480156
"141";1999;"CE";1904,30497078528;NA;NA;875415
"142";1999;"DF";1888,20902661695;NA;NA;894355
"143";1999;"ES";1981,90807736205;NA;NA;643106
"144";1999;"GO";1974,37350063478;NA;NA;864866
"145";1999;"MA";1796,21059290019;NA;NA;341474
"146";1999;"MG";1960,38848465954;NA;NA;4089675
"147";1999;"MS";1973,08769235145;NA;NA;421884
"148";1999;"MT";1981,22656477136;NA;NA;433386
"149";1999;"PA";1858,01022310887;NA;NA;567929
"150";1999;"PB";1821,1076286507;NA;NA;413756
"151";1999;"PE";1932,79013313923;NA;NA;1116951
"152";1999;"PI";1902,64201929976;NA;NA;248086
"153";1999;"PR";1974,29681924101;NA;NA;2286907
"154";1999;"RN";1932,79435933541;NA;NA;389174
"155";1999;"RJ";1961,11773817838;NA;NA;3670033
"156";1999;"RO";1976,96770316009;NA;NA;189678
"157";1999;"RR";1905,13227177568;NA;NA;31526
"158";1999;"RS";1975,58732816585;NA;NA;2571593
"159";1999;"SC";1999,76378033039;NA;NA;1471173
"160";1999;"SE";1878,65756614669;NA;NA;255077
"161";1999;"SP";2012,66561810633;NA;NA;11002387
"162";1999;"TO";1949,90017233276;NA;NA;127660
"163";2000;"AC";1972,14158861452;NA;NA;73989
"164";2000;"AL";1895,6431103851;NA;NA;355673
"165";2000;"AM";1906,32066383709;NA;NA;335504
"166";2000;"AP";1959,58730843946;NA;NA;60229
"167";2000;"BA";1932,72532938945;NA;NA;1584902
"168";2000;"CE";1920,98017281685;NA;NA;923984
"169";2000;"DF";1853,21351443817;NA;NA;999642
"170";2000;"ES";1988,63027075011;NA;NA;702936
"171";2000;"GO";1981,66833878469;NA;NA;962452
"172";2000;"MA";1821,6814033988;NA;NA;357361
"173";2000;"MG";1967,03016870795;NA;NA;4295411
"174";2000;"MS";1975,20187044817;NA;NA;446524
"175";2000;"MT";1984,61567408077;NA;NA;491091
"176";2000;"PA";1885,7594003485;NA;NA;608887
"177";2000;"PB";1832,82097028029;NA;NA;417467
"178";2000;"PE";1954,096565509;NA;NA;1152689
"179";2000;"PI";1921,15355590729;NA;NA;258401
"180";2000;"PR";1978,61535160311;NA;NA;2404700
"181";2000;"RN";1942,93952199852;NA;NA;411505
"182";2000;"RJ";1964,50235152672;NA;NA;3760323
"183";2000;"RO";1992,22711508689;NA;NA;212509
"184";2000;"RR";1980,72387561724;NA;NA;29972
"185";2000;"RS";1976,05289700576;NA;NA;2722725
"186";2000;"SC";2003,24403144893;NA;NA;1627782
"187";2000;"SE";1883,69678126873;NA;NA;265353
"188";2000;"SP";2015,53739029909;NA;NA;11653504
"189";2000;"TO";1960,23383785771;NA;NA;146871
"190";2001;"AC";1977,01202539524;NA;NA;80330
"191";2001;"AL";1903,95752369608;NA;NA;396268
"192";2001;"AM";1918,27806443528;NA;NA;367066
"193";2001;"AP";1965,21197081741;NA;NA;60447
"194";2001;"BA";1945,91197403851;NA;NA;1665236
"195";2001;"CE";1926,07524596794;NA;NA;971773
"196";2001;"DF";1905,72833738439;NA;NA;982049
"197";2001;"ES";1954,31834929423;NA;NA;775959
"198";2001;"GO";1980,01579691611;NA;NA;1065018
"199";2001;"MA";1877,13005148119;NA;NA;394513
"200";2001;"MG";1968,09051887294;NA;NA;4414549
"201";2001;"MS";1975,75591371376;NA;NA;475209
"202";2001;"MT";2002,44097574659;NA;NA;541862
"203";2001;"PA";1896,874766016;NA;NA;661370
"204";2001;"PB";1842,96428429787;NA;NA;453862
"205";2001;"PE";1940,89280586779;NA;NA;1216130
"206";2001;"PI";1917,85270894228;NA;NA;272671
"207";2001;"PR";1980,32832882415;NA;NA;2551832
"208";2001;"RN";1913,35516206589;NA;NA;506183
"209";2001;"RJ";1966,20409452799;NA;NA;3924848
"210";2001;"RO";2006,28719865446;NA;NA;214040
"211";2001;"RR";1962,16210722453;NA;NA;35421
"212";2001;"RS";1979,53214001166;NA;NA;2865447
"213";2001;"SC";2005,07969025447;NA;NA;1759638
"214";2001;"SE";1902,85705957268;NA;NA;288169
"215";2001;"SP";2014,35774879704;NA;NA;12141704
"216";2001;"TO";1953,75557909211;NA;NA;161451
"217";2002;"AC";1973,45796220615;NA;NA;85887
"218";2002;"AL";1898,48744722099;NA;NA;411622
"219";2002;"AM";1923,00484065555;NA;NA;402838
"220";2002;"AP";1977,09795663919;NA;NA;72185
"221";2002;"BA";1946,97926798055;NA;NA;1785499
"222";2002;"CE";1920,95879385418;NA;NA;1042660
"223";2002;"DF";1908,77993488198;NA;NA;1012623
"224";2002;"ES";1955,61417158075;NA;NA;841120
"225";2002;"GO";1979,19333293375;NA;NA;1151211
"226";2002;"MA";1948,78344556516;NA;NA;415212
"227";2002;"MG";1970,18549512311;NA;NA;4586223
"228";2002;"MS";1963,83537790946;NA;NA;526515
"229";2002;"MT";1995,26883026841;NA;NA;605780
"230";2002;"PA";1892,31652058466;NA;NA;732123
"231";2002;"PB";1856,39919897462;NA;NA;468899
"232";2002;"PE";1938,61814266146;NA;NA;1262990
"233";2002;"PI";1920,10179479947;NA;NA;294239
"234";2002;"PR";1982,6088266993;NA;NA;2627664
"235";2002;"RN";1967,5369016502;NA;NA;433463
"236";2002;"RJ";1965,12332351397;NA;NA;4045068
"237";2002;"RO";2009,26511752494;NA;NA;238928
"238";2002;"RR";1952,38072805139;NA;NA;37360
"239";2002;"RS";1980,82537156062;NA;NA;2920183
"240";2002;"SC";2004,92393690844;NA;NA;1871946
"241";2002;"SE";1902,80434599293;NA;NA;308330
"242";2002;"SP";2011,29864480642;NA;NA;12566249
"243";2002;"TO";1945,99690689762;NA;NA;181048
"244";2003;"AC";1974,94763990381;NA;NA;86077
"245";2003;"AL";1912,72625149729;NA;NA;421595
"246";2003;"AM";1920,16602342682;NA;NA;429337
"247";2003;"AP";1964,40462313543;NA;NA;80984
"248";2003;"BA";1946,70477712139;NA;NA;1880149
"249";2003;"CE";1930,18040665434;NA;NA;1103640
"250";2003;"DF";1919,6539203474;NA;NA;1015535
"251";2003;"ES";1952,25187007455;NA;NA;869083
"252";2003;"GO";1975,20807745045;NA;NA;1203350
"253";2003;"MA";1830,70490276833;NA;NA;446768
"254";2003;"MG";1965,27147741233;NA;NA;4711508
"255";2003;"MS";1976,83264296619;NA;NA;548259
"256";2003;"MT";1985,06327855668;NA;NA;663969
"257";2003;"PA";1894,40081754363;NA;NA;786747
"258";2003;"PB";1876,25472548958;NA;NA;475665
"259";2003;"PE";1935,62240643811;NA;NA;1301251
"260";2003;"PI";1917,88297678771;NA;NA;307768
"261";2003;"PR";1991,11653071617;NA;NA;2739355
"262";2003;"RN";1951,25165910088;NA;NA;515038
"263";2003;"RJ";1962,56811156036;NA;NA;4029962
"264";2003;"RO";2007,12499950805;NA;NA;254089
"265";2003;"RR";1976,75448466193;NA;NA;37684
"266";2003;"RS";1980,24328184829;NA;NA;2999188
"267";2003;"SC";2004,982868262;NA;NA;1961097
"268";2003;"SE";1899,55034747244;NA;NA;319162
"269";2003;"SP";2010,4632355693;NA;NA;12585031
"270";2003;"TO";1946,85470180981;NA;NA;196871
"271";2004;"AC";1979,5810444749;NA;NA;92659
"272";2004;"AL";1918,97183756029;NA;NA;462744
"273";2004;"AM";1929,97564840196;NA;NA;497955
"274";2004;"AP";1972,44796299591;NA;NA;89936
"275";2004;"BA";1956,35785810328;NA;NA;1992421
"276";2004;"CE";1929,00129189904;NA;NA;1126249
"277";2004;"DF";1923,34797699985;NA;NA;1067993
"278";2004;"ES";1949,9743567017;NA;NA;925154
"279";2004;"GO";1981,66014250883;NA;NA;1300551
"280";2004;"MA";1835,77178128112;NA;NA;485061
"281";2004;"MG";1967,49082138913;NA;NA;5016173
"282";2004;"MS";1983,62266239724;NA;NA;596177
"283";2004;"MT";1977,18540744937;NA;NA;783852
"284";2004;"PA";1903,06604604353;NA;NA;858492
"285";2004;"PB";1878,77640979564;NA;NA;483031
"286";2004;"PE";1940,10127130536;NA;NA;1357581
"287";2004;"PI";1907,64312558868;NA;NA;321693
"288";2004;"PR";1995,10191030218;NA;NA;2979738
"289";2004;"RN";1941,77817335725;NA;NA;570752
"290";2004;"RJ";1968,47844401824;NA;NA;4182157
"291";2004;"RO";2006,26913024261;NA;NA;287333
"292";2004;"RR";2004,00712250712;NA;NA;33696
"293";2004;"RS";1983,38654953812;NA;NA;3198537
"294";2004;"SC";2006,23887679394;NA;NA;2148279
"295";2004;"SE";1897,61405498676;NA;NA;331498
"296";2004;"SP";2012,56184262936;NA;NA;13278373
"297";2004;"TO";1953,06189737056;NA;NA;215825
"298";2005;"AC";1987,78358289664;NA;NA;101711
"299";2005;"AL";1940,11042437877;NA;NA;488950
"300";2005;"AM";1928,74720159154;NA;NA;555941
"301";2005;"AP";1966,67118274383;NA;NA;95363
"302";2005;"BA";1969,341866118;NA;NA;2189047
"303";2005;"CE";1943,99017339694;NA;NA;1201636
"304";2005;"DF";1923,54545987768;NA;NA;1125234
"305";2005;"ES";1985,87517821846;NA;NA;1009295
"306";2005;"GO";1984,6033047763;NA;NA;1384481
"307";2005;"MA";1863,82947127144;NA;NA;513931
"308";2005;"MG";1964,01810972122;NA;NA;5415434
"309";2005;"MS";1970,01312627654;NA;NA;637957
"310";2005;"MT";1956,53232258694;NA;NA;809171
"311";2005;"PA";1908,5443113062;NA;NA;935619
"312";2005;"PB";1875,49267901525;NA;NA;513797
"313";2005;"PE";1975,72780718702;NA;NA;1472515
"314";2005;"PI";1926,71351533039;NA;NA;339163
"315";2005;"PR";1995,94343997588;NA;NA;3144836
"316";2005;"RN";1972,69834802688;NA;NA;606729
"317";2005;"RJ";1971,71066366465;NA;NA;4357517
"318";2005;"RO";1995,94631140716;NA;NA;300250
"319";2005;"RR";1985,79908920439;NA;NA;44796
"320";2005;"RS";1982,42330647559;NA;NA;3276274
"321";2005;"SC";2009,58815853893;NA;NA;2293771
"322";2005;"SE";1917,24985402081;NA;NA;352790
"323";2005;"SP";2009,27824315645;NA;NA;14253745
"324";2005;"TO";1958,60932927395;NA;NA;237146
"325";2006;"AC";1988,75546761641;NA;NA;113715
"326";2006;"AL";1944,16656243525;NA;NA;526073
"327";2006;"AM";1936,077922747;NA;NA;621128
"328";2006;"AP";1965,80114035773;NA;NA;102424
"329";2006;"BA";1974,31662548945;NA;NA;2325315
"330";2006;"CE";1949,08752101933;NA;NA;1302967
"331";2006;"DF";1927,53543808142;NA;NA;1188044
"332";2006;"ES";1984,12917469478;NA;NA;1088882
"333";2006;"GO";1983,16367870372;NA;NA;1478934
"334";2006;"MA";1878,34269455206;NA;NA;559863
"335";2006;"MG";1969,22145434045;NA;NA;5798491
"336";2006;"MS";1966,5346497814;NA;NA;677277
"337";2006;"MT";1946,20431900582;NA;NA;819170
"338";2006;"PA";1914,41494307815;NA;NA;1018853
"339";2006;"PB";1875,02749618184;NA;NA;549349
"340";2006;"PE";1972,72414554805;NA;NA;1589001
"341";2006;"PI";1929,23469767597;NA;NA;359978
"342";2006;"PR";1995,77545331507;NA;NA;3307909
"343";2006;"RN";1992,6608216686;NA;NA;633248
"344";2006;"RJ";1975,40272757012;NA;NA;4591486
"345";2006;"RO";1992,81889164693;NA;NA;315441
"346";2006;"RR";1987,06716463601;NA;NA;48999
"347";2006;"RS";1958,6615968945;NA;NA;3344003
"348";2006;"SC";2006,64116548049;NA;NA;2473349
"349";2006;"SE";1951,49459156177;NA;NA;392997
"350";2006;"SP";2009,59402501841;NA;NA;15224549
"351";2006;"TO";1948,9693968315;NA;NA;249582
"352";2007;"AC";1990,26521019087;NA;NA;119558
"353";2007;"AL";1945,5690852014;NA;NA;542808
"354";2007;"AM";1941,66053489426;NA;NA;675498
"355";2007;"AP";1994,05503710654;NA;NA;117230
"356";2007;"BA";1966,33983507828;NA;NA;2466261
"357";2007;"CE";1942,31147661251;NA;NA;1403977
"358";2007;"DF";1931,2153261389;NA;NA;1236789
"359";2007;"ES";1979,42605726827;NA;NA;1180968
"360";2007;"GO";1990,05877319385;NA;NA;1619718
"361";2007;"MA";1891,16409170986;NA;NA;631208
"362";2007;"MG";1967,14487911926;NA;NA;6176418
"363";2007;"MS";1973,58128975959;NA;NA;750605
"364";2007;"MT";1949,49793729464;NA;NA;905122
"365";2007;"PA";1918,61105842877;NA;NA;1096720
"366";2007;"PB";1884,45675682177;NA;NA;582034
"367";2007;"PE";1967,4669869489;NA;NA;1681850
"368";2007;"PI";1942,27815564186;NA;NA;372856
"369";2007;"PR";1982,11689712808;NA;NA;3584331
"370";2007;"RN";1996,62971126993;NA;NA;662799
"371";2007;"RJ";1973,10300842426;NA;NA;5020502
"372";2007;"RO";1998,13896398042;NA;NA;342175
"373";2007;"RR";1990,02869051405;NA;NA;59741
"374";2007;"RS";1961,22761783671;NA;NA;3523520
"375";2007;"SC";2006,4812303851;NA;NA;2652958
"376";2007;"SE";1949,05598926187;NA;NA;417205
"377";2007;"SP";2011,98951780945;NA;NA;16552647
"378";2007;"TO";1961,58731156468;NA;NA;273635
"379";2008;"AC";1995,03156760317;NA;NA;133618
"380";2008;"AL";1946,78903411305;NA;NA;569694
"381";2008;"AM";1946,57745968689;NA;NA;753663
"382";2008;"AP";1988,01349611948;NA;NA;131297
"383";2008;"BA";1973,42348685754;NA;NA;2673129
"384";2008;"CE";1948,92106759352;NA;NA;1553063
"385";2008;"DF";1938,60206277562;NA;NA;1331313
"386";2008;"ES";1981,75319748605;NA;NA;1271624
"387";2008;"GO";1998,37678657437;NA;NA;1797994
"388";2008;"MA";1890,6868931871;NA;NA;723143
"389";2008;"MG";1972,82838896539;NA;NA;6739520
"390";2008;"MS";1978,24263352984;NA;NA;820678
"391";2008;"MT";2028,13022763984;NA;NA;1028906
"392";2008;"PA";1916,51194393572;NA;NA;1208898
"393";2008;"PB";1901,47496894114;NA;NA;649573
"394";2008;"PE";1970,94882695014;NA;NA;1814373
"395";2008;"PI";1942,06858627326;NA;NA;421892
"396";2008;"PR";1988,47303946921;NA;NA;3925034
"397";2008;"RN";2000,4125391249;NA;NA;709906
"398";2008;"RJ";1977,23983946902;NA;NA;5294679
"399";2008;"RO";1999,22686817106;NA;NA;386956
"400";2008;"RR";1942,78042142592;NA;NA;72753
"401";2008;"RS";1966,08813809141;NA;NA;3842788
"402";2008;"SC";2002,54953860282;NA;NA;2857408
"403";2008;"SE";1938,07931340756;NA;NA;480751
"404";2008;"SP";2011,9162393458;NA;NA;18212895
"405";2008;"TO";1967,73293537762;NA;NA;300871
"406";2009;"AC";1901,26936723427;NA;NA;145994
"407";2009;"AL";1941,90379680641;NA;NA;596633
"408";2009;"AM";1950,89611970705;NA;NA;734326
"409";2009;"AP";1973,61572705684;NA;NA;137699
"410";2009;"BA";1970,88185465384;NA;NA;2796166
"411";2009;"CE";1951,21634887537;NA;NA;1674684
"412";2009;"DF";1940,21516669278;NA;NA;1442714
"413";2009;"ES";1975,04380644798;NA;NA;1278168
"414";2009;"GO";1994,34211750133;NA;NA;1879366
"415";2009;"MA";1900,04095635249;NA;NA;757294
"416";2009;"MG";1971,40923273735;NA;NA;6785095
"417";2009;"MS";1977,36340563159;NA;NA;818738
"418";2009;"MT";2022,16527711016;NA;NA;1085958
"419";2009;"PA";1914,21819812573;NA;NA;1210817
"420";2009;"PB";1899,91142626002;NA;NA;678621
"421";2009;"PE";1980,33888470409;NA;NA;1931595
"422";2009;"PI";1948,89122962831;NA;NA;450380
"423";2009;"PR";1986,67851190575;NA;NA;4018267
"424";2009;"RN";1998,30384570775;NA;NA;724236
"425";2009;"RJ";1981,11659808903;NA;NA;5504953
"426";2009;"RO";2009,20291906701;NA;NA;437263
"427";2009;"RR";1884,39412240439;NA;NA;95209
"428";2009;"RS";1962,68738647309;NA;NA;3867475
"429";2009;"SC";2001,85437500554;NA;NA;2931722
"430";2009;"SE";1970,19047577926;NA;NA;463198
"431";2009;"SP";2006,68835523764;NA;NA;18369675
"432";2009;"TO";1971,30522452921;NA;NA;310650
"433";2010;"AC";1912,37940646816;NA;NA;162148
"434";2010;"AL";1951,74414339466;NA;NA;634668
"435";2010;"AM";1936,96620858161;NA;NA;828376
"436";2010;"AP";1973,61390803415;NA;NA;145815
"437";2010;"BA";1980,29894153201;NA;NA;3062445
"438";2010;"CE";1955,80569317978;NA;NA;1870835
"439";2010;"DF";1970,0878276422;NA;NA;1530862
"440";2010;"ES";1977,87828027729;NA;NA;1369244
"441";2010;"GO";1991,92286171855;NA;NA;2069945
"442";2010;"MA";1903,21747555997;NA;NA;865895
"443";2010;"MG";1975,51822946645;NA;NA;7340341
"444";2010;"MS";1977,60069367216;NA;NA;885721
"445";2010;"MT";2025,48774406493;NA;NA;1119784
"446";2010;"PA";1916,76196790536;NA;NA;1324271
"447";2010;"PB";1914,30808395152;NA;NA;731041
"448";2010;"PE";1982,76843021596;NA;NA;2153895
"449";2010;"PI";1962,42739082817;NA;NA;508579
"450";2010;"PR";1991,93941048446;NA;NA;4377391
"451";2010;"RN";2000,28310380814;NA;NA;781904
"452";2010;"RJ";1980,7717751231;NA;NA;6111148
"453";2010;"RO";2015,26949833508;NA;NA;511736
"454";2010;"RR";1919,84969928401;NA;NA;104750
"455";2010;"RS";1966,26691540746;NA;NA;4258248
"456";2010;"SC";2004,07415350069;NA;NA;3168077
"457";2010;"SE";1963,50754313554;NA;NA;503703
"458";2010;"SP";2008,92067018983;NA;NA;19988665
"459";2010;"TO";1972,32947027219;NA;NA;337815
"460";2011;"AC";1912,21687110513;NA;NA;172342
"461";2011;"AL";1965,6414737712;NA;NA;682494
"462";2011;"AM";1950,22917435254;NA;NA;894498
"463";2011;"AP";1968,39855942377;NA;NA;159936
"464";2011;"BA";1977,86184476593;NA;NA;3286173
"465";2011;"CE";1946,70632289328;NA;NA;2013303
"466";2011;"DF";1970,49110458234;NA;NA;1630390
"467";2011;"ES";1977,02988917124;NA;NA;1439518
"468";2011;"GO";1999,31104000936;NA;NA;2255922
"469";2011;"MA";1920,68645922768;NA;NA;930619
"470";2011;"MG";1973,73849909875;NA;NA;7747545
"471";2011;"MS";1975,67646429964;NA;NA;954108
"472";2011;"MT";2015,38966509712;NA;NA;1245585
"473";2011;"PA";1919,36813811298;NA;NA;1446468
"474";2011;"PB";1924,79843081618;NA;NA;792259
"475";2011;"PE";1986,2974096383;NA;NA;2359130
"476";2011;"PI";1963,95501597541;NA;NA;529877
"477";2011;"PR";1989,6947854114;NA;NA;4624104
"478";2011;"RN";1995,58690227706;NA;NA;823563
"479";2011;"RJ";1977,96599472033;NA;NA;6373128
"480";2011;"RO";2014,5796513277;NA;NA;549972
"481";2011;"RR";1881,09424768052;NA;NA;123950
"482";2011;"RS";1965,05735963903;NA;NA;4532403
"483";2011;"SC";1998,77080566718;NA;NA;3369791
"484";2011;"SE";1955,3973586707;NA;NA;527916
"485";2011;"SP";2010,37852765776;NA;NA;21155326
"486";2011;"TO";1976,18560738872;NA;NA;350805
